ID,name,category,price_tear,neighborhood,open_hour,close_hour,avg_rating,forKids
752,Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway,Cafe,cheap,East Harlem,08:00,22:00,3,0
753,Attic,Coffee,expensive,Murray Hill,05:00,13:00,4,0
754,Sky Mansion,Continental,cheap,Chinatown,00:00,22:00,4,1
755,Wagh Bakri Tea Lounge,Italian,cheap,Fort Greene,06:00,17:00,5,0
756,Starbucks Coffee,Family Style,cheap,Murray Hill,02:00,22:00,2,1
757,Bakesters,Chinese,cheap,Chelsea,06:00,22:00,4,1
758,Curries,Italian,medium,Financial District,09:00,22:00,3,1
759,National Bakers,Family Style,medium,Inwood,04:00,21:00,1,1
760,Kosho's Sauces and Sausages,Chinese,expensive,Battery Park City,01:00,22:00,5,0
761,Forking Awesome,Family Style,expensive,Dumbo,09:00,21:00,2,1
762,Chulha Chauki Da Dhaba,Indian,medium,Park Slope,05:00,18:00,5,0
763,The Bakers Table,Casual Dining,cheap,Red Hook,09:00,18:00,4,1
764,Malleshwaram Dosa Corner,Coffee,cheap,Hell's Kitchen,05:00,13:00,5,0
765,Cakes N Bakes,Cafe,medium,Flushing,04:00,12:00,5,1
766,Dhuaan,Chinese,cheap,Chelsea,04:00,21:00,1,1
767,The Cafe Baraco,Buffet,medium,Dumbo,05:00,13:00,4,1
768,Shambhu's Coffee Bar,Indian,cheap,Greenpoint,11:00,22:00,3,1
769,Mexicano By The Bay,Italian,medium,Williamsburg,03:00,17:00,1,1
770,Vince Cafe,Cafe,cheap,Gramercy Park,03:00,16:00,3,1
771,Mom Baker's,Fast Casual,expensive,East Harlem,01:00,19:00,5,0
772,New York Slice,Coffee,cheap,Financial District,03:00,15:00,3,1
773,Chef Aarti Tejwani,Premium Casual,expensive,Murray Hill,02:00,21:00,4,1
774,Occasions,Cafe,cheap,Hell's Kitchen,08:00,15:00,5,0
775,Chili's American Grill & Bar,Buffet,medium,Astoria,10:00,14:00,5,1
776,The Live Ice Cream Studio,Turkish,expensive,Harlem,05:00,22:00,1,1
777,La Patron Cafe,Tabletop cooking,medium,East Harlem,09:00,17:00,2,1
778,HOP - Double Tree By Hilton,Buffet,medium,SoHo,10:00,15:00,4,1
779,Upsouth,Indian,expensive,Prospect Heights,10:00,23:00,1,1
780,Mocha,Fine Dining,expensive,Midtown East,09:00,21:00,4,1
781,BN Bakers,Lebanese,medium,SoHo,00:00,20:00,1,1
782,Chandra Villas,Turkish,medium,Williamsburg,03:00,00:00,2,1
783,Chai Shop - Hyatt Regency,Tabletop cooking,cheap,SoHo,00:00,13:00,3,1
784,The Square - Novotel,Chinese,expensive,Upper East Side,11:00,13:00,3,1
785,Roastery Cultur - The Coffee Company,Fast Food,expensive,Dumbo,07:00,23:00,2,1
786,Karim's Delhi 6,Premium Casual,expensive,Boerum Hill,01:00,21:00,4,0
787,Yanki Sizzlers,Fast Casual,cheap,Hamilton Heights,10:00,15:00,4,0
788,Dominic Pizza,Buffet,expensive,Red Hook,07:00,22:00,4,0
789,Chianti,Destination Restaurant,cheap,Boerum Hill,00:00,16:00,3,0
790,1131 Bar + Kitchen,Buffet,cheap,Murray Hill,03:00,13:00,5,1
791,Chaatimes,Casual Dining,cheap,Williamsburg,10:00,16:00,5,1
792,Bakers Bite Cafe,Continental,medium,Flatiron District,09:00,23:00,2,1
793,The Hebbal Cafe - Courtyard By Marriott,Brasserie and Bistro,medium,Gramercy Park,04:00,18:00,1,1
794,The Green Emerald - Forest Hill Golf & Country Club,Thai,medium,Fort Greene,02:00,20:00,1,0
795,Just Food Inn,Thai,medium,Park Slope,06:00,21:00,4,0
796,MIY Bistro - Make It Yourself,Tabletop cooking,expensive,Greenpoint,01:00,16:00,2,0
797,Castle Grill,Turkish,expensive,Murray Hill,09:00,23:00,1,1
798,Citrus Cafe - Lemon Tree Premier,Mongolian barbecue,expensive,Canarsie,08:00,18:00,3,0
799,Mainland China,Continental,cheap,Murray Hill,10:00,23:00,2,0
800,The Bakers Table,Family Style,expensive,Greenwich Village,05:00,21:00,2,1
801,Fayrouz,Italian,expensive,Flatbush,10:00,18:00,3,0
802,The Bakers,Cafe,expensive,Flatiron District,09:00,22:00,2,1
803,Dum Pukht Jolly Nabobs - ITC Windsor,Fast Food,cheap,Prospect Heights,07:00,16:00,1,1
804,Sphere Lounge,Premium Casual,expensive,Upper West Side,05:00,22:00,5,0
805,The Bakers Table,Continental,cheap,Battery Park City,06:00,12:00,5,1
806,Smoor,Pakistani,medium,Morningside Heights,07:00,17:00,3,0
807,Glen's Bakehouse,Family Style,cheap,Midtown East,05:00,21:00,2,0
808,Matteo Coffea,Fine Dining,expensive,Flatiron District,06:00,21:00,5,0
809,Magnolia Bakery,Mongolian barbecue,medium,Gramercy Park,09:00,20:00,4,0
810,Brew Bros,Brasserie and Bistro,cheap,Lower Manhattan,11:00,15:00,3,1
811,Food@U,Fast Food,expensive,Long Island City,07:00,13:00,4,0
812,The Green Emerald - Forest Hill Golf & Country Club,Greasy Spoon,cheap,Upper West Side,06:00,12:00,4,1
813,Khalsa Dhaba,Turkish,cheap,Washington Height,09:00,20:00,5,0
814,New Freeze Land,Buffet,medium,Upper East Side,00:00,18:00,2,0
815,The Black Pearl,Chinese,expensive,Prospect Heights,08:00,16:00,5,0
816,South Leaf- The Food Chain,Cafe,expensive,Upper East Side,02:00,22:00,1,0
817,Ottimo - ITC Gardenia,Thai,medium,Nolita,04:00,13:00,5,0
818,Mongini's,Brasserie and Bistro,expensive,Red Hook,00:00,18:00,5,1
819,MTR 1924,Fast Casual,expensive,Dumbo,02:00,18:00,1,0
820,Shree Ambika Dalvada Centre,Premium Casual,cheap,Flatiron District,02:00,22:00,2,1
821,Chef's Pizza,Family Style,medium,East Harlem,00:00,17:00,4,0
822,Cottage,Indian,medium,Prospect Heights,09:00,19:00,3,0
823,Onesta,Ethnic,expensive,Hamilton Heights,04:00,19:00,3,1
824,Sundarams,Thai,cheap,East Harlem,09:00,17:00,2,1
825,Shuddh Desi Khana,Lebanese,medium,Morningside Heights,03:00,17:00,2,1
826,Mirch Masala,Brasserie and Bistro,expensive,Battery Park City,00:00,20:00,3,1
827,New Vaishno Dhaba,Fine Dining,expensive,East Harlem,11:00,16:00,3,1
828,New Polka Pastry Shop,Destination Restaurant,cheap,Nolita,01:00,21:00,4,1
829,V B Bakery,Family Style,cheap,Nolita,09:00,13:00,5,0
830,Marzipan Cafe & Bakery,Pakistani,medium,Upper West Side,01:00,21:00,2,1
831,New Freeze Land,Fine Dining,cheap,Williamsburg,07:00,14:00,4,0
832,Mill & Co. - Renaissance Hotel,Lebanese,cheap,Midtown East,08:00,22:00,2,1
833,Fortune Cookies - Fortune Landmark,Continental,medium,Union Square,01:00,21:00,2,0
834,Dominic Pizza,Mongolian barbecue,cheap,Battery Park City,03:00,13:00,2,1
835,Mill & Co. - Renaissance Hotel,Destination Restaurant,medium,Lower Manhattan,01:00,20:00,5,1
836,Foxtrot - House of Subculture,Turkish,expensive,Marble Hill,06:00,20:00,2,0
837,The Sugar Fairy,Fast Casual,cheap,Morningside Heights,03:00,15:00,5,0
838,The Bundle Co.,Italian,medium,Battery Park City,03:00,17:00,4,0
839,Rim Naam - The Oberoi,Indian,expensive,East Village,11:00,21:00,1,0
840,Stoner,Premium Casual,medium,Brooklyn Heights,09:00,17:00,1,1
841,35 Baker's Street,Turkish,cheap,Nolita,07:00,12:00,5,1
842,Royal Restaurant & Banquet,Continental,cheap,Williamsburg,09:00,20:00,3,0
843,Bake Me Away,Fast Casual,cheap,Midtown East,07:00,00:00,3,0
844,Baker's Oven,Continental,expensive,Brooklyn Heights,01:00,19:00,2,1
845,Chandra Villas,Indian,cheap,Greenpoint,10:00,19:00,2,0
846,Ristretto - Behind the Rods,Family Style,expensive,Flushing,06:00,16:00,3,1
847,Soul Treat,Brasserie and Bistro,cheap,Upper West Side,07:00,11:00,1,1
848,Mom Baker's,Destination Restaurant,cheap,Long Island City,03:00,15:00,2,1
849,Gamysticafe,Casual Dining,medium,Brooklyn Heights,01:00,16:00,5,0
850,Wagh Bakri Tea Lounge,Coffee,medium,Washington Height,08:00,19:00,2,1
851,Habibi Falafel,Fast Casual,cheap,Fort Greene,05:00,21:00,3,0
852,Azure - Taj Yeshwantpur,Ethnic,cheap,Inwood,05:00,00:00,5,1
853,Hall Gate,Coffee,medium,Brooklyn Heights,10:00,23:00,5,1
854,Bhathal Rasoi,Coffee,medium,Murray Hill,03:00,14:00,5,1
855,The Chocolate Room,Fine Dining,cheap,Union Square,01:00,13:00,4,1
856,CNS Pastries,Fast Casual,cheap,Gramercy Park,02:00,13:00,1,0
857,Lotus Pavilion - ITC Gardenia,Fine Dining,expensive,Flushing,04:00,15:00,3,0
858,Chilli 65,Lebanese,expensive,Marble Hill,01:00,13:00,4,0
859,Dangee Dums,Premium Casual,cheap,Upper West Side,08:00,19:00,5,1
860,Fayrouz,Buffet,medium,Prospect Heights,05:00,21:00,5,0
861,Vinnie's,Mongolian barbecue,cheap,Midtown East,08:00,22:00,1,1
862,Little Place,Fast Food,expensive,Greenpoint,03:00,21:00,2,0
863,Cake Cafe,Tabletop cooking,expensive,Park Slope,07:00,18:00,5,1
864,Catch 22,Greasy Spoon,medium,Hamilton Heights,09:00,16:00,5,1
865,Mongini's,Lebanese,expensive,Astoria,00:00,20:00,5,1
866,Karma Cafe,Thai,medium,Flatiron District,04:00,15:00,5,0
867,Deccan Paradise,Mongolian barbecue,expensive,Hell's Kitchen,03:00,23:00,5,0
868,Mumbai Tiffin,Mongolian barbecue,medium,Hamilton Heights,04:00,18:00,1,1
869,Lazeez Rasoi,Italian,expensive,Boerum Hill,05:00,20:00,4,0
870,Om Sai Skanda Dosa Camp,Fine Dining,medium,Upper East Side,06:00,12:00,3,0
871,Café 77 East - Taj Bangalore,Destination Restaurant,medium,Astoria,04:00,13:00,5,1
872,Stuff's Food,Continental,medium,East Village,05:00,12:00,1,0
873,The London Curry House - The Royale Senate Hotel,Coffee,medium,Greenpoint,03:00,16:00,1,1
874,Nugget Nation,Coffee,medium,Financial District,02:00,19:00,3,1
875,The Big Barbeque,Cafe,expensive,Little Italy,04:00,21:00,3,1
876,Just Food Inn,Destination Restaurant,medium,Chelsea,10:00,18:00,1,0
877,Casa Bella Vista Pizzeria,Mongolian barbecue,cheap,Lower East Side,05:00,20:00,5,0
878,Chantilly,Continental,medium,Williamsburg,02:00,12:00,4,0
879,Biergarten,Casual Dining,medium,Greenwich Village,06:00,17:00,1,0
880,Cafe Upper Crust,Premium Casual,expensive,Morningside Heights,01:00,17:00,4,1
881,Kabhi B,Continental,medium,Bushwick,07:00,16:00,2,1
882,Sweet Sensations,Cafe,medium,Canarsie,00:00,17:00,5,0
883,Sagar Ratna,Brasserie and Bistro,cheap,Long Island City,02:00,14:00,4,0
884,Cravings,Tabletop cooking,cheap,Flatbush,10:00,12:00,5,1
885,Onesta,Casual Dining,expensive,Morningside Heights,08:00,14:00,2,1
886,The Hole In The Wall Cafe,Greasy Spoon,medium,East Harlem,07:00,15:00,5,0
887,Fayrouz,Pakistani,medium,SoHo,00:00,20:00,3,0
888,Masala Mandi,Mongolian barbecue,expensive,Brooklyn Heights,01:00,13:00,3,0
889,Tea Brew,Greasy Spoon,cheap,Flatbush,06:00,16:00,3,1
890,24/7 - The Lalit Ashok Bangalore,Ethnic,cheap,Prospect Heights,08:00,13:00,3,1
891,The Willow Cafe,Lebanese,cheap,Bushwick,02:00,14:00,1,1
892,Appetize The Bistro,Ethnic,expensive,Tribeca,10:00,21:00,1,0
893,Aroma - Crowne Plaza,Tabletop cooking,cheap,Battery Park City,10:00,15:00,3,0
894,Swagath Restaurant & Bar,Destination Restaurant,cheap,Marble Hill,06:00,17:00,5,1
895,Kosho's Sauces and Sausages,Lebanese,expensive,Red Hook,02:00,13:00,5,1
896,Transform Diet,Lebanese,expensive,SoHo,11:00,22:00,5,0
897,24@43 - The Oterra,Fine Dining,cheap,Dumbo,07:00,14:00,2,0
898,Hotel Dwarka,Ethnic,cheap,Flatiron District,04:00,18:00,1,0
899,Nuage,Lebanese,medium,Flatiron District,09:00,15:00,3,1
900,Echoes Koramangala,Mongolian barbecue,cheap,Hell's Kitchen,02:00,19:00,2,1
901,Bistro Bois,Thai,medium,Fort Greene,10:00,20:00,1,1
902,Thom's Bakery,Ethnic,cheap,Hamilton Heights,01:00,21:00,2,1
903,Puffizza,Ethnic,cheap,Financial District,04:00,19:00,2,0
904,Mudpipe Cafe,Greasy Spoon,expensive,SoHo,09:00,13:00,4,1
905,Lamhe,Thai,medium,Nolita,04:00,00:00,5,1
906,Mumbai Tiffin,Family Style,cheap,Astoria,00:00,12:00,1,0
907,Hillstation Cafe,Cafe,cheap,Long Island City,02:00,13:00,5,1
908,JB's Kitchen,Chinese,medium,Flushing,08:00,18:00,4,1
909,Market Table,Chinese,expensive,SoHo,07:00,20:00,3,1
910,Smoke House Deli,Fine Dining,cheap,Midtown East,04:00,16:00,3,0
911,Urban Khichdi,Ethnic,medium,Flushing,09:00,16:00,3,0
912,Fortune Cookies - Fortune Landmark,Fine Dining,medium,Red Hook,09:00,21:00,2,0
913,Ottimo - ITC Gardenia,Mongolian barbecue,expensive,Hell's Kitchen,04:00,14:00,2,1
914,Polka The Cake Shop,Ethnic,medium,Flatiron District,04:00,00:00,3,1
915,Pooja Parlour,Turkish,cheap,Greenpoint,04:00,00:00,2,0
916,Tijouri - Radisson Blu Atria,Casual Dining,medium,Murray Hill,09:00,13:00,3,0
917,B. K. Confectionery,Casual Dining,expensive,Canarsie,01:00,16:00,4,0
918,Fire Station,Premium Casual,expensive,Morningside Heights,05:00,20:00,2,0
919,Asia Kitchen By Mainland China,Pakistani,expensive,Flushing,10:00,17:00,2,0
920,Big Bite Fast Food,Greasy Spoon,cheap,Prospect Heights,10:00,21:00,1,1
921,Marzipan Cafe & Bakery,Tabletop cooking,cheap,Hell's Kitchen,02:00,12:00,2,1
922,Tamarind - Taj Bangalore,Buffet,expensive,Union Square,06:00,13:00,1,0
923,Loft,Indian,cheap,Lower Manhattan,05:00,14:00,2,0
924,Poetry,Premium Casual,expensive,SoHo,07:00,23:00,2,0
925,Dominic Pizza,Turkish,expensive,Inwood,10:00,15:00,4,1
926,Bansal Amritsar Food Street,Indian,cheap,SoHo,11:00,20:00,4,1
927,O.G. Variar & Sons,Fine Dining,cheap,Astoria,10:00,15:00,1,1
928,Vanilla The Bakery And Cafe,Tabletop cooking,medium,Greenpoint,09:00,14:00,2,1
929,Chilli 65,Casual Dining,expensive,Lower East Side,02:00,18:00,5,1
930,Backpackers Cafe,Greasy Spoon,cheap,Battery Park City,01:00,16:00,5,1
931,Gamysticafe,Casual Dining,medium,Brooklyn Heights,10:00,16:00,5,1
932,Gilly's Restobar,Premium Casual,cheap,Prospect Heights,02:00,21:00,3,1
933,SuperYum,Mongolian barbecue,cheap,East Village,06:00,23:00,2,1
934,China Bistro,Brasserie and Bistro,expensive,Canarsie,01:00,23:00,3,1
935,Le Cirque Signature - The Leela Palace,Indian,cheap,Tribeca,11:00,20:00,1,0
936,The Big Barbeque,Pakistani,cheap,Tribeca,06:00,18:00,4,0
937,Dominic Pizza,Indian,medium,Bushwick,00:00,18:00,3,0
938,Pradhan Dhaba,Greasy Spoon,medium,Red Hook,02:00,21:00,2,0
939,Karachi Bakery,Fast Food,medium,Nolita,11:00,19:00,2,0
940,Anand,Fast Food,expensive,Chinatown,06:00,20:00,5,1
941,Chantilly,Coffee,expensive,Little Italy,02:00,17:00,2,0
942,Mahaveer Food Point,Italian,medium,Washington Height,09:00,15:00,4,0
943,Siddiqu Kabab Center,Lebanese,cheap,Hell's Kitchen,04:00,15:00,5,1
944,Foodie's Call,Indian,cheap,Flatiron District,09:00,19:00,4,0
945,Cremee,Destination Restaurant,medium,Red Hook,10:00,20:00,3,1
946,Hunka Hunka Town,Chinese,medium,Dumbo,06:00,13:00,3,0
947,Khichdi Etc,Chinese,medium,East Village,07:00,12:00,4,0
948,CAFÈ JC's,Italian,expensive,Murray Hill,02:00,12:00,1,1
949,Mudpipe Cafe,Buffet,medium,Tribeca,03:00,13:00,4,0
950,Citrus - The Leela Palace,Italian,medium,SoHo,01:00,00:00,2,0
951,Anand Sweets And Savouries,Destination Restaurant,cheap,Union Square,02:00,22:00,3,1
952,Anupam Sweets,Family Style,expensive,Williamsburg,02:00,12:00,5,0
953,JW Kitchen - JW Marriott Bengaluru,Thai,cheap,Brooklyn Heights,07:00,19:00,3,1
954,South 54,Family Style,cheap,Hamilton Heights,05:00,12:00,4,1
955,Catch 22,Fast Food,expensive,Flushing,02:00,19:00,2,1
956,Rp's Pizzeria,Tabletop cooking,medium,Canarsie,09:00,00:00,4,0
957,Bakers & Cook - By Gwalia,Thai,medium,Boerum Hill,07:00,23:00,3,1
958,Mavalli Tiffin Room (MTR),Continental,expensive,Greenpoint,04:00,12:00,5,1
959,Lezzetli,Turkish,medium,Long Island City,00:00,12:00,2,1
960,Kovallam,Family Style,medium,Upper East Side,09:00,20:00,4,0
961,Zodiac- Fortune Landmark,Lebanese,cheap,Hamilton Heights,05:00,20:00,3,1
962,China House - Hyatt Regency,Turkish,expensive,Greenwich Village,02:00,12:00,4,0
963,Ministry of Food - Hilton Bangalore Embassy GolfLinks,Premium Casual,cheap,Flatiron District,05:00,15:00,1,1
964,New York Masala,Buffet,cheap,Williamsburg,00:00,21:00,3,0
965,Jashuben Shah Old Pizza,Indian,cheap,Tribeca,00:00,16:00,2,1
966,Jani Locho & Khaman House,Ethnic,medium,Morningside Heights,00:00,21:00,2,1
967,Khetlaapa Cafe,Fast Casual,medium,Marble Hill,04:00,13:00,3,1
968,Vince Cafe,Lebanese,cheap,Brooklyn Heights,06:00,23:00,5,1
969,Tipsy Bull- The Bar Exchange,Fast Casual,expensive,SoHo,00:00,12:00,1,0
970,The Chocolate Room,Fast Casual,expensive,Dumbo,09:00,12:00,5,1
971,Bakers & Cook - By Gwalia,Brasserie and Bistro,expensive,Flatiron District,06:00,18:00,5,0
972,MIY Bistro - Make It Yourself,Fast Casual,medium,Prospect Heights,02:00,13:00,4,0
973,Gwalia Sweets,Premium Casual,expensive,Canarsie,05:00,18:00,5,1
974,The Brewmaster - Arista Hotel,Destination Restaurant,cheap,Flatbush,07:00,17:00,4,1
975,Laxmi Bakery,Pakistani,medium,Union Square,07:00,17:00,2,1
976,The Escape,Thai,expensive,Chinatown,10:00,20:00,3,0
977,Redberrys,Coffee,medium,Greenwich Village,03:00,18:00,3,0
978,Terra,Casual Dining,medium,Financial District,09:00,18:00,3,0
979,Om Sai Skanda Dosa Camp,Ethnic,medium,Boerum Hill,08:00,19:00,1,1
980,Fresh n Fresh,Thai,expensive,Long Island City,03:00,12:00,2,1
981,Peppa Zzing,Mongolian barbecue,expensive,Canarsie,10:00,12:00,1,1
982,Tea Brew,Indian,expensive,Battery Park City,03:00,18:00,5,1
983,Amnesia - Aarya Grand,Chinese,cheap,Harlem,00:00,00:00,1,1
984,The Costa Rica Cafe,Indian,medium,Brooklyn Heights,05:00,21:00,2,1
985,Katani Dhaba,Coffee,cheap,East Village,08:00,20:00,3,1
986,The Bake House By Ummed,Fine Dining,expensive,Nolita,03:00,11:00,4,1
987,WarmOven Cake & Desserts,Fine Dining,expensive,Harlem,07:00,13:00,4,0
988,Masala Grill,Greasy Spoon,expensive,Prospect Heights,02:00,18:00,5,1
989,Saanjh Baker's Cakes & Cafe,Greasy Spoon,cheap,Greenwich Village,09:00,16:00,3,0
990,By 2 Coffee,Lebanese,cheap,Marble Hill,10:00,19:00,3,1
991,The Bangalore Bakery,Mongolian barbecue,cheap,Financial District,05:00,22:00,3,0
992,The Hedgehog Café,Thai,medium,Bushwick,08:00,20:00,3,0
993,Cafe City Monk,Buffet,cheap,Lower East Side,09:00,21:00,3,0
994,Market Table,Premium Casual,medium,Murray Hill,06:00,21:00,5,1
995,Roastery Cultur - The Coffee Company,Tabletop cooking,medium,Hell's Kitchen,00:00,19:00,5,0
996,Eating Love,Buffet,medium,Flatiron District,01:00,22:00,4,1
997,Kazé,Turkish,medium,Marble Hill,08:00,19:00,4,1
998,Cafe Upper Crust,Buffet,cheap,Brooklyn Heights,03:00,22:00,2,1
999,Sagar Ratna,Destination Restaurant,medium,Greenpoint,10:00,23:00,4,1
1000,Katani Dhaba,Fast Food,cheap,Hell's Kitchen,06:00,15:00,1,1
